filename,optimal,optimizerOnly,topDown,bottomUp,euclidean,horizontal,hop,topDownPlus,bottomUpPlus,euclideanPlus,horizontalPlus,hopPlus
uniform-n10-r0-s-4972683369271453960.json,5,5,9,5,5,9,8,5,5,5,5,5
uniform-n10-r1-s4755622236989466036.json,3,3,14,3,4,4,4,3,3,3,3,3
uniform-n10-r2-s1092083446069765248.json,7,7,10,7,7,9,8,9,7,7,8,7
uniform-n10-r3-s4503168388465453601.json,3,3,7,4,4,4,4,3,3,3,3,3
uniform-n10-r4-s-3342383633144681140.json,4,4,8,4,4,6,4,4,4,4,4,4
uniform-n10-r5-s6836568506072080118.json,12,13,15,12,12,14,15,13,12,12,13,12
uniform-n10-r6-s-2651111998922877327.json,10,10,11,10,12,11,10,10,10,10,10,10
uniform-n10-r7-s-5257604778215879520.json,6,11,10,8,6,8,8,9,6,6,6,6
uniform-n10-r8-s5298954437391079618.json,6,6,10,6,6,6,9,6,6,6,6,6
uniform-n10-r9-s-1544970817896810324.json,0,0,1,0,0,1,0,0,0,0,0,0
uniform-n100-r0-s-5128016860359238732.json,1443,1448,1663,1453,1468,1583,1543,1447,1444,1446,1444,1444
uniform-n100-r1-s3596673253889729385.json,1133,1133,1237,1146,1160,1235,1211,1134,1133,1133,1133,1133
uniform-n100-r2-s-6139822020582680716.json,1350,1353,1566,1363,1364,1459,1467,1353,1353,1353,1413,1413
uniform-n100-r3-s-4087044595004343727.json,1200,1201,1361,1216,1224,1345,1338,1200,1200,1202,1202,1201
uniform-n100-r4-s-7035447845658785470.json,1293,1299,1399,1302,1338,1379,1430,1323,1295,1323,1293,1323
uniform-n100-r5-s-6952633147197490662.json,1076,1081,1192,1098,1098,1126,1135,1085,1081,1079,1077,1078
uniform-n100-r6-s4367296745435792467.json,1353,1362,1679,1369,1377,1447,1415,1362,1361,1353,1354,1361
uniform-n100-r7-s8987754666945962503.json,1237,1237,1487,1249,1257,1309,1331,1237,1237,1238,1238,1239
uniform-n100-r8-s-5895171329898275699.json,1331,1333,1468,1337,1343,1416,1502,1337,1335,1333,1333,1334
uniform-n100-r9-s-8770588431429725762.json,1088,1090,1222,1094,1102,1141,1124,1089,1089,1089,1101,1089
uniform-n15-r0-s-4980945789649841896.json,10,10,20,10,10,12,11,10,10,10,10,10
uniform-n15-r1-s1946588598930985430.json,25,25,32,25,25,26,29,25,25,25,25,25
uniform-n15-r2-s-1647495873705373680.json,17,18,19,18,19,23,25,18,18,17,18,18
uniform-n15-r3-s2868790416052145765.json,25,25,27,26,26,26,26,25,25,25,25,25
uniform-n15-r4-s-6089968677426900432.json,21,21,21,21,21,28,26,21,21,21,21,21
uniform-n15-r5-s-4886449326399715878.json,11,12,15,11,12,14,14,12,11,12,11,12
uniform-n15-r6-s-4632695887653498523.json,26,26,30,26,26,30,28,26,26,26,26,26
uniform-n15-r7-s9040822222679173724.json,17,17,18,17,17,18,18,17,17,17,17,17
uniform-n15-r8-s-6874753323234909047.json,19,19,20,19,19,22,22,19,19,19,19,19
uniform-n15-r9-s-1929312183105933540.json,18,19,25,18,18,21,21,18,18,18,18,18
uniform-n20-r0-s-4942938662781205063.json,28,32,37,29,29,33,33,28,28,28,28,28
uniform-n20-r1-s3800096882043324115.json,31,31,37,31,31,36,36,31,31,31,31,31
uniform-n20-r2-s-3802826258271402066.json,46,60,51,48,47,54,66,46,46,47,46,46
uniform-n20-r3-s3008231453656586950.json,40,40,53,40,42,52,56,40,40,40,40,40
uniform-n20-r4-s2859573706375437232.json,52,52,66,53,52,53,56,52,52,52,52,52
uniform-n20-r5-s4767246935516549877.json,40,40,56,41,45,49,49,41,41,45,41,44
uniform-n20-r6-s8171938801505373957.json,13,13,16,14,14,14,17,13,13,13,13,13
uniform-n20-r7-s-8770407399242165048.json,36,40,46,36,36,37,39,36,36,36,36,36
uniform-n20-r8-s1162767774550876561.json,55,55,70,55,55,59,64,55,55,55,55,55
uniform-n20-r9-s-161341909156920964.json,41,41,49,41,43,45,46,41,41,41,41,41
uniform-n25-r0-s-4951201078864625704.json,64,64,69,65,64,68,69,64,65,64,64,65
uniform-n25-r1-s991063248279810805.json,52,52,74,52,58,61,56,52,52,55,52,52
uniform-n25-r2-s-6542405578046540995.json,65,65,74,66,66,80,82,65,65,65,65,65
uniform-n25-r3-s1373853485538246410.json,70,76,105,71,75,80,80,73,70,70,74,70
uniform-n25-r4-s111988666388185236.json,55,55,85,55,55,61,60,55,55,55,55,55
uniform-n25-r5-s-6955770901250213415.json,61,66,73,61,64,76,79,68,61,62,68,61
uniform-n25-r6-s6190354912774752760.json,81,81,88,85,86,90,91,81,81,81,81,81
uniform-n25-r7-s5528019601652888196.json,46,51,79,48,50,59,59,47,47,46,46,46
uniform-n25-r8-s7435804087634439511.json,46,47,59,46,46,51,48,46,46,46,46,46
uniform-n25-r9-s-545683274366044179.json,35,35,45,37,37,47,44,35,35,35,35,35
uniform-n30-r0-s-4952853562081309832.json,113,113,118,113,114,117,118,116,113,113,114,114
uniform-n30-r1-s4118605333692038088.json,79,79,131,79,79,83,104,79,79,79,79,79
uniform-n30-r2-s3977725003942149108.json,102,102,110,102,103,110,104,102,102,102,102,102
uniform-n30-r3-s-2642370924545318939.json,105,105,130,106,106,134,116,105,105,105,105,105
uniform-n30-r4-s6941169284438581647.json,59,61,63,61,62,62,69,60,60,60,60,60
uniform-n30-r5-s5457020789505081760.json,105,105,115,105,105,107,114,105,105,105,105,109
uniform-n30-r6-s-1584659488442237911.json,72,72,99,72,73,75,74,72,72,73,72,72
uniform-n30-r7-s4698356184513008144.json,87,87,140,87,90,103,102,88,87,89,89,89
uniform-n30-r8-s8690411351969139020.json,105,105,198,105,105,119,120,106,105,105,105,105
uniform-n30-r9-s-622551548266862281.json,94,94,143,96,103,104,99,94,94,94,94,94
uniform-n35-r0-s-5013995466868426345.json,166,200,249,168,187,207,212,200,166,166,169,194
uniform-n35-r1-s9157198120406614623.json,159,159,223,161,161,167,167,159,160,160,159,159
uniform-n35-r2-s5840930912313687631.json,162,162,202,162,163,169,170,162,162,162,162,162
uniform-n35-r3-s-3668721473601085579.json,189,190,205,191,199,202,206,192,191,192,192,192
uniform-n35-r4-s1366435223448741313.json,129,129,210,129,132,142,145,130,129,130,130,130
uniform-n35-r5-s3561711560546787690.json,168,170,184,170,171,185,180,170,170,170,170,173
uniform-n35-r6-s5887712648313437491.json,106,107,120,106,110,114,113,109,106,109,109,109
uniform-n35-r7-s-7552446059988885172.json,138,139,163,142,145,155,154,139,139,138,138,138
uniform-n35-r8-s-229352131725306972.json,193,201,249,198,197,209,213,201,193,194,195,194
uniform-n35-r9-s-3466677631057524513.json,145,145,167,146,151,163,162,145,145,145,145,145
uniform-n40-r0-s-5028867824408518089.json,162,164,186,165,170,186,180,162,164,164,164,164
uniform-n40-r1-s411588754582458831.json,124,124,159,124,124,140,139,124,124,124,124,124
uniform-n40-r2-s8288385764484271288.json,177,177,201,178,184,196,203,178,177,178,178,178
uniform-n40-r3-s-2921253008344135902.json,167,167,229,167,167,179,178,167,167,167,167,167
uniform-n40-r4-s7488828594838425231.json,194,197,230,198,197,207,207,199,196,196,196,197
uniform-n40-r5-s4596372347972036458.json,225,225,345,225,231,241,243,225,225,230,226,225
uniform-n40-r6-s-8747184784460496663.json,153,153,162,154,155,172,172,153,153,153,153,153
uniform-n40-r7-s3427327285231549752.json,190,190,227,194,212,220,226,191,191,191,192,192
uniform-n40-r8-s-7384630835012497603.json,196,198,227,201,206,226,219,196,196,198,196,196
uniform-n40-r9-s-4158492083279985546.json,168,169,194,170,168,200,200,169,169,168,168,168
uniform-n45-r0-s-5037130244786906026.json,225,226,289,227,227,248,245,227,226,226,226,226
uniform-n45-r1-s-2397444879181054479.json,188,189,213,201,193,213,212,189,188,189,188,189
uniform-n45-r2-s5548806440414165063.json,193,193,244,197,202,208,209,195,193,195,195,195
uniform-n45-r3-s-4555630980757443738.json,235,235,280,235,236,249,263,235,235,235,235,235
uniform-n45-r4-s4741243550556205939.json,247,247,298,247,249,255,258,248,247,248,247,247
uniform-n45-r5-s-7126645488794726834.json,169,172,198,173,175,187,182,170,169,169,177,169
uniform-n45-r6-s7717975404813401053.json,224,224,254,224,225,240,244,224,224,224,224,224
uniform-n45-r7-s-720989783287981324.json,243,245,323,246,243,261,273,243,245,243,243,243
uniform-n45-r8-s-1111594517633967357.json,339,344,364,341,341,347,347,339,339,339,339,339
uniform-n45-r9-s-4542833444194141465.json,233,233,260,234,237,250,246,233,233,234,234,233
uniform-n50-r0-s-4985903243594861576.json,382,394,423,388,397,415,419,387,387,394,387,395
uniform-n50-r1-s-7117529218541884335.json,233,234,273,236,252,258,261,234,234,234,234,234
uniform-n50-r2-s-6980592279453373901.json,280,280,341,282,287,302,344,282,280,282,282,282
uniform-n50-r3-s-9179882814198550284.json,322,322,381,322,338,364,365,322,322,336,335,343
uniform-n50-r4-s-4049170888395328224.json,207,212,234,212,221,226,222,207,207,208,207,207
uniform-n50-r5-s-4541562397257966288.json,246,246,330,247,246,300,254,246,246,246,246,246
uniform-n50-r6-s8935749043229730807.json,236,238,366,241,241,284,261,237,236,236,238,236
uniform-n50-r7-s6551831979849468160.json,336,336,432,340,337,367,370,337,336,336,337,337
uniform-n50-r8-s-3110931530230810521.json,313,313,396,314,318,374,383,315,313,313,313,313
uniform-n50-r9-s-2159917000513420551.json,358,358,383,361,361,362,369,359,358,358,359,359
uniform-n55-r0-s-4994165663973249513.json,354,356,439,355,356,411,369,354,355,355,355,356
uniform-n55-r1-s8520181221404153971.json,405,406,481,415,428,446,442,415,405,405,406,406
uniform-n55-r2-s8726572470186071490.json,350,352,381,358,355,361,377,352,351,351,355,351
uniform-n55-r3-s7632483291392660792.json,281,281,382,288,295,313,313,281,287,281,281,287
uniform-n55-r4-s-6796755928382580220.json,350,350,413,357,360,403,406,350,350,351,351,350
uniform-n55-r5-s2182163843979789332.json,377,378,414,378,378,424,438,377,377,377,377,377
uniform-n55-r6-s6954165158794076907.json,386,388,468,388,393,459,437,402,387,387,387,387
uniform-n55-r7-s2403514907034969788.json,476,477,537,491,483,495,492,478,487,478,478,477
uniform-n55-r8-s3162104787147719725.json,357,357,417,362,362,396,394,357,357,357,358,358
uniform-n55-r9-s-2544258361427576470.json,425,425,562,429,431,457,448,425,425,425,427,427
uniform-n60-r0-s-5009038017218373961.json,412,412,513,415,423,442,444,414,413,412,414,413
uniform-n60-r1-s-225428140125034524.json,503,503,557,507,507,549,562,503,503,503,504,504
uniform-n60-r2-s-7272716755647863764.json,466,507,546,473,471,537,497,468,468,466,467,466
uniform-n60-r3-s8379951756649610469.json,403,403,490,404,416,444,434,403,403,403,403,403
uniform-n60-r4-s-674362561287863598.json,474,475,672,480,485,511,504,476,474,475,476,476
uniform-n60-r5-s3216824631405038100.json,568,568,655,570,571,631,618,573,568,568,568,573
uniform-n60-r6-s-7680732278274824543.json,374,376,672,377,387,419,426,377,374,374,376,374
uniform-n60-r7-s-5063455817159179608.json,391,393,411,396,396,419,417,393,393,392,392,392
uniform-n60-r8-s-3993173920434438202.json,462,462,578,462,465,598,583,462,462,462,462,462
uniform-n60-r9-s-3236072813650037502.json,499,499,567,503,512,548,545,499,500,501,499,499
uniform-n65-r0-s-5070179922005490474.json,502,504,687,504,526,549,541,502,503,503,503,503
uniform-n65-r1-s4813164642294574714.json,572,575,666,577,575,636,656,573,573,574,573,573
uniform-n65-r2-s-5409510847276325242.json,542,542,597,545,545,600,583,542,542,542,542,542
uniform-n65-r3-s7353601207593843829.json,502,502,533,504,509,523,526,503,502,503,503,503
uniform-n65-r4-s-6249096617982736636.json,638,638,731,643,638,689,689,638,638,638,638,638
uniform-n65-r5-s1321515393856809438.json,497,497,582,504,504,550,561,499,497,497,499,497
uniform-n65-r6-s-208360137224181846.json,437,439,726,440,439,555,459,437,437,437,437,437
uniform-n65-r7-s1132486012048478692.json,559,559,646,563,565,580,577,559,559,559,559,559
uniform-n65-r8-s5533806673875634718.json,460,461,518,463,473,493,493,466,461,464,461,464
uniform-n65-r9-s-6080198892145732438.json,421,421,489,421,429,470,471,421,421,421,421,421
uniform-n70-r0-s-5071832409517141899.json,515,515,726,517,522,533,537,515,515,515,515,515
uniform-n70-r1-s7940706736296736590.json,705,708,745,712,716,733,744,709,705,712,709,707
uniform-n70-r2-s5110619734712364861.json,610,610,916,613,616,658,655,610,610,610,612,613
uniform-n70-r3-s3337376797510278480.json,561,562,707,565,565,580,575,562,562,562,562,562
uniform-n70-r4-s580084000067659775.json,564,564,813,571,583,667,604,564,564,564,565,565
uniform-n70-r5-s-4712436989097447003.json,586,586,663,592,595,617,616,586,586,586,586,586
uniform-n70-r6-s-7983374542736139813.json,654,654,776,656,662,676,688,654,654,654,654,654
uniform-n70-r7-s302822594908598640.json,558,558,820,561,562,586,612,558,558,558,558,558
uniform-n70-r8-s6788413938210334227.json,477,480,614,492,494,504,512,484,482,480,484,485
uniform-n70-r9-s-6157067166046550541.json,482,482,557,487,493,536,531,482,482,482,484,482
uniform-n75-r0-s-5080094825600562539.json,576,579,707,579,585,600,602,579,576,579,579,579
uniform-n75-r1-s5131673098238255984.json,640,641,738,647,646,697,686,641,640,640,641,640
uniform-n75-r2-s2371040414937225932.json,749,750,970,756,762,775,783,749,749,749,751,751
uniform-n75-r3-s1702998825096970644.json,653,685,761,656,693,717,718,682,653,654,657,653
uniform-n75-r4-s-2167501044214559517.json,679,680,762,684,684,727,732,683,679,679,679,679
uniform-n75-r5-s2011289256435275913.json,761,764,900,779,792,805,804,761,761,761,761,761
uniform-n75-r6-s8481785646537757903.json,650,651,785,654,661,671,670,653,651,650,653,653
uniform-n75-r7-s-3845494477905899732.json,688,688,865,700,701,713,727,688,688,688,688,688
uniform-n75-r8-s-5385293818120687143.json,730,733,935,737,737,790,790,733,730,730,732,730
uniform-n75-r9-s-6541408526960706460.json,775,775,996,775,781,838,858,775,775,775,775,775
uniform-n80-r0-s-5042087698731925706.json,722,726,926,749,753,779,791,722,729,722,722,729
uniform-n80-r1-s6985181381350594668.json,840,841,930,843,850,875,879,841,840,840,840,841
uniform-n80-r2-s215710034666164842.json,962,1124,1029,968,968,1046,1016,962,962,962,962,962
uniform-n80-r3-s1842439866996379125.json,838,864,916,860,879,898,902,864,844,864,860,864
uniform-n80-r4-s6782041339587778147.json,731,731,818,735,738,764,766,732,731,732,732,732
uniform-n80-r5-s-6781758559652977244.json,720,720,780,727,727,782,779,721,720,720,721,721
uniform-n80-r6-s2839676257692111471.json,738,739,823,747,748,792,801,738,740,738,738,738
uniform-n80-r7-s-3209980021822719592.json,640,645,694,649,642,673,684,649,642,640,647,647
uniform-n80-r8-s2652227271075163873.json,863,863,1006,872,877,893,976,863,863,864,865,863
uniform-n80-r9-s-4773438261601628476.json,657,660,734,663,670,688,701,657,657,657,657,657
uniform-n85-r0-s-5050350114815346346.json,835,835,989,842,860,901,885,838,838,835,835,837
uniform-n85-r1-s4176147743292114062.json,760,760,1103,769,767,824,816,760,760,760,760,762
uniform-n85-r2-s-2523869289403941382.json,1096,1096,1232,1098,1099,1233,1267,1096,1096,1096,1145,1096
uniform-n85-r3-s208061894583071289.json,1229,1233,1418,1233,1236,1329,1308,1230,1229,1231,1233,1231
uniform-n85-r4-s4034456295305558855.json,1059,1098,1295,1064,1129,1205,1211,1094,1060,1060,1092,1095
uniform-n85-r5-s-58032318415221624.json,836,839,1111,843,845,884,867,837,837,836,836,836
uniform-n85-r6-s858092368961490274.json,858,858,1059,865,889,917,908,860,859,858,859,859
uniform-n85-r7-s-7358297094637217964.json,743,743,1076,747,762,835,792,743,743,744,746,744
uniform-n85-r8-s8925263588453694120.json,986,987,1039,994,1003,1018,1017,987,986,986,988,990
uniform-n85-r9-s-5157779626810751691.json,837,838,980,846,852,885,894,843,838,841,839,842
uniform-n90-r0-s-5052002598032030474.json,933,936,1045,941,946,1039,971,936,934,933,936,935
uniform-n90-r1-s7303689832999308642.json,1116,1117,1273,1129,1169,1204,1179,1121,1118,1117,1118,1118
uniform-n90-r2-s7996261288289781424.json,1153,1158,1336,1167,1184,1230,1229,1168,1164,1158,1158,1168
uniform-n90-r3-s-3808162511205526765.json,1158,1160,1421,1164,1164,1243,1218,1161,1158,1158,1166,1158
uniform-n90-r4-s-7583107156058629055.json,967,973,1122,975,985,1046,1106,969,967,969,971,970
uniform-n90-r5-s-6091984701369478065.json,1261,1305,1649,1267,1268,1411,1298,1262,1261,1263,1262,1263
uniform-n90-r6-s-6916922032255500397.json,701,702,793,705,709,769,758,701,701,701,701,701
uniform-n90-r7-s-8187960511777098016.json,1168,1174,1491,1186,1199,1209,1213,1173,1174,1169,1169,1168
uniform-n90-r8-s-8266873220921157988.json,1075,1076,1201,1078,1095,1135,1168,1075,1075,1075,1076,1077
uniform-n90-r9-s-5234647896416602497.json,767,791,822,770,780,835,804,767,767,775,768,769
uniform-n95-r0-s-5060265022705385706.json,971,977,1158,978,995,1062,1033,974,971,973,973,973
uniform-n95-r1-s4494656194940828036.json,1227,1229,1500,1234,1270,1317,1300,1236,1227,1233,1238,1227
uniform-n95-r2-s5256681972809609792.json,1219,1221,1663,1224,1226,1334,1325,1221,1219,1219,1221,1219
uniform-n95-r3-s-5442540483618834601.json,954,957,1008,973,977,1002,1054,956,956,957,960,956
uniform-n95-r4-s8116051873368703270.json,1104,1106,1154,1107,1119,1127,1138,1104,1105,1105,1105,1104
uniform-n95-r5-s631741539868277555.json,1325,1325,1380,1333,1381,1427,1560,1329,1326,1329,1335,1330
uniform-n95-r6-s-8898505920986121594.json,1341,1341,1542,1345,1344,1401,1392,1343,1344,1344,1344,1344
uniform-n95-r7-s6110466493412922524.json,1186,1186,1297,1189,1199,1287,1270,1186,1187,1187,1187,1186
uniform-n95-r8-s-1993836903542627741.json,1024,1024,1165,1031,1039,1100,1098,1029,1027,1027,1024,1024
uniform-n95-r9-s-5618989261625725713.json,929,932,1037,933,945,1007,985,930,930,930,939,938
